,Date,TypeofGame,Tm,Conference,Opp,HomeAway,Result_x,Tm_AdjO,Tm_AdjD,Tm_O_PPP,Tm_O_EFG,Tm_O_TO,Tm_O_OR,Tm_O_FTR,Tm_D_PPP,Tm_D_EFG,Tm_D_TO,Tm_D_OR,Tm_D_FTR,G-Score,Conference2,  ,Year,Tempo,muid,Tm_coach,Opp_coach,Lead,AvgLead,gamestats, ,EMRating,Away,Home,Date_zero,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,WinorLose,Score,tm_pts,opp_pts,tm_ptdiff,is_home,is_neutral,tm_hca,Team,Date_y,H/A/N,Opponent,Result_y,Diff,ATS,ATSVegas,OverUnder,OverUnderVegas,Year_Date,GameID,Tm_y,opp_code,tm_code,ATSvalue,pace,tm_offensive_rating,tm_defensive_rating,tm_net_eff,tm_mod_AdjO,tm_mod_AdjD,tm_mod_net_eff,tm_margin_net_eff,season,season_tm,season_opp,Reg_dif,Over_dif
289,2023-11-25,0,Western Kentucky,CUSA,Canisius,N,"L, 85-77",99.1,110.3,98.6,50.0,19.2,32.4,34.4,108.9,50.8,17.9,31.6,50.0,22.7,MAAC,2,2024,78.1,CanisiusWestern Kentucky11-25,Steve Lutz,Reggie Witherspoon,-0.728379,0.349805,"['11/25/2023', 200, 'Canisius', 'Western Kentucky', 27, 62, 9, 23, 22, 31, 12, 25, 37, 17, 9, 3, 14, 19, 85, 31, 64, 2, 10, 13, 22, 12, 26, 38, 9, 5, 2, 15, 24, 77, 78.0875, '', 'Canisius', 'Western Kentucky']",3.0,-11.200000000000003,Canisius,Western Kentucky,11/25/2023,20231125,1.1000000000000085,101.2,100.1,74.2,-4.599999999999994,99.4,104.0,70.1,L,85-77,77,85,-8,1,1,0,Western Kentucky,11/25,Neutral,Canisius,L by 8,-14.5,-14.5,-6.5,15.0,147.0,11/25/2023,11/25/2023Western Kentucky Hilltoppers,Western Kentucky Hilltoppers,42,350,-14.5,78.1,99.1,110.3,-11.200000000000003,99.1,110.3,-11.200000000000003,-25.700000000000003,2024,2024_350,2024_42,3.3,4.6
394,2023-11-25,0,Dartmouth,Ivy,Saint Louis,A,"L, 66-65",99.9,100.2,98.4,49.1,16.7,21.9,32.1,100.0,41.7,9.1,23.7,35.0,49.1,A10,1,2024,66.0,DartmouthSaint Louis11-25,David McLaughlin,Travis Ford,-2.90833,0.623318,"['11/25/2023', 200, 'Dartmouth', 'Saint Louis', 23, 53, 6, 26, 13, 17, 7, 29, 36, 11, 4, 3, 11, 19, 65, 23, 60, 4, 15, 16, 21, 9, 25, 34, 9, 6, 1, 6, 17, 66, 66.025, '', 'Saint Louis', 'Dartmouth']",0.0,-0.29999999999999716,Dartmouth,Saint Louis,11/25/2023,20231125,-12.5,96.5,109.0,67.6,0.5999999999999943,105.0,104.4,73.4,L,66-65,65,66,-1,1,0,1,Dartmouth,11/25,Away,Saint Louis,L by 1,11.0,11.0,12.0,-17.5,148.5,11/25/2023,11/25/2023Dartmouth Big Green,Dartmouth Big Green,253,63,11.0,66.0,99.9,100.2,-0.29999999999999716,99.9,100.2,-0.29999999999999716,10.700000000000003,2024,2024_63,2024_253,-11.9,-9.5
395,2023-11-25,0,Saint Louis,A10,Dartmouth,H,"W, 66-65",100.4,103.9,100.0,41.7,9.1,23.7,35.0,98.4,49.1,16.7,21.9,32.1,40.3,Ivy,2,2024,66.0,DartmouthSaint Louis11-25,Travis Ford,David McLaughlin,2.90833,0.282322,"['11/25/2023', 200, 'Dartmouth', 'Saint Louis', 23, 53, 6, 26, 13, 17, 7, 29, 36, 11, 4, 3, 11, 19, 65, 23, 60, 4, 15, 16, 21, 9, 25, 34, 9, 6, 1, 6, 17, 66, 66.025, '', 'Saint Louis', 'Dartmouth']",2.0,-3.5,Dartmouth,Saint Louis,11/25/2023,20231125,0.5999999999999943,105.0,104.4,73.4,-12.5,96.5,109.0,67.6,W,66-65,66,65,1,1,0,1,Saint Louis,11/25,Home,Dartmouth,W by 1,-11.0,-11.0,-12.0,-17.5,148.5,11/25/2023,11/25/2023Saint Louis Billikens,Saint Louis Billikens,63,253,-11.0,66.0,100.4,103.9,-3.5,100.4,103.9,-3.5,-14.5,2024,2024_253,2024_63,-11.8,-9.5
424,2023-11-25,0,Delaware,CAA,UNC Greensboro,N,"L, 88-77",112.2,122.7,110.5,50.8,17.2,36.1,35.0,126.3,57.8,10.0,20.6,44.8,26.2,SC,1,2024,69.7,DelawareUNC Greensboro11-25,Martin Ingelsby,Mike Jones,-9.46714,0.700236,"['11/25/2023', 200, 'Delaware', 'UNC Greensboro', 25, 60, 11, 30, 16, 21, 13, 27, 40, 17, 5, 2, 12, 18, 77, 28, 58, 11, 27, 21, 26, 7, 23, 30, 11, 10, 3, 7, 19, 88, 69.6625, '', 'UNC Greensboro', 'Delaware']",1.0,-10.5,Delaware,UNC Greensboro,11/25/2023,20231125,2.5,105.5,103.0,67.4,5.799999999999997,107.5,101.7,67.7,L,88-77,77,88,-11,1,1,0,Delaware,11/25,Neutral,NC-Grnsboro,L by 11,-8.0,-8.0,3.0,28.0,137.0,11/25/2023,11/25/2023Delaware Blue Hens,Delaware Blue Hens,321,67,-8.0,69.7,112.2,122.7,-10.5,112.2,122.7,-10.5,-18.5,2024,2024_67,2024_321,7.8,10.5
425,2023-11-25,0,UNC Greensboro,SC,Delaware,N,"W, 88-77",128.7,106.9,126.3,57.8,10.0,20.6,44.8,110.5,50.8,17.2,36.1,35.0,89.4,CAA,2,2024,69.7,DelawareUNC Greensboro11-25,Mike Jones,Martin Ingelsby,9.46714,0.562797,"['11/25/2023', 200, 'Delaware', 'UNC Greensboro', 25, 60, 11, 30, 16, 21, 13, 27, 40, 17, 5, 2, 12, 18, 77, 28, 58, 11, 27, 21, 26, 7, 23, 30, 11, 10, 3, 7, 19, 88, 69.6625, '', 'UNC Greensboro', 'Delaware']",2.0,21.799999999999983,Delaware,UNC Greensboro,11/25/2023,20231125,5.799999999999997,107.5,101.7,67.7,2.5,105.5,103.0,67.4,W,88-77,88,77,11,1,1,0,UNC Greensboro,11/25,Neutral,Delaware,W by 11,8.0,8.0,-3.0,28.0,137.0,11/25/2023,11/25/2023UNC Greensboro Spartans,UNC Greensboro Spartans,67,321,8.0,69.7,128.7,106.9,21.799999999999983,128.7,106.9,21.799999999999983,29.799999999999983,2024,2024_321,2024_67,7.8,10.5
438,2023-11-25,0,Detroit,Horz,SIU Edwardsville,A,"L, 81-67",107.5,131.6,108.0,50.0,19.3,40.6,30.4,130.5,63.5,11.3,28.0,36.5,8.8,OVC,1,2024,62.0,DetroitSIU Edwardsville11-25,Mike Davis,Brian Barone,-8.32428,0.45433,"['11/25/2023', 200, 'Detroit', 'SIU Edwardsville', 26, 56, 4, 19, 11, 17, 13, 18, 31, 13, 1, 0, 12, 14, 67, 29, 52, 8, 21, 15, 19, 7, 19, 26, 13, 5, 4, 7, 15, 81, 62.05, '', 'SIU Edwardsville', 'Detroit']",3.0,-24.099999999999994,Detroit,SIU Edwardsville,11/25/2023,20231125,-12.299999999999997,101.0,113.3,66.8,-6.0,100.5,106.5,63.5,L,81-67,67,81,-14,1,0,1,Detroit,11/25,Away,SIU Edward,L by 14,-7.0,-7.0,7.0,11.5,136.5,11/25/2023,11/25/2023Detroit Mercy Titans,Detroit Mercy Titans,248,70,-7.0,62.0,107.5,131.6,-24.099999999999994,107.5,131.6,-24.099999999999994,-31.099999999999994,2024,2024_70,2024_248,-0.1,-17.5
439,2023-11-25,0,SIU Edwardsville,OVC,Detroit,H,"W, 81-67",116.1,112.1,130.5,63.5,11.3,28.0,36.5,108.0,50.0,19.3,40.6,30.4,60.0,Horz,2,2024,62.0,DetroitSIU Edwardsville11-25,Brian Barone,Mike Davis,8.32428,0.148545,"['11/25/2023', 200, 'Detroit', 'SIU Edwardsville', 26, 56, 4, 19, 11, 17, 13, 18, 31, 13, 1, 0, 12, 14, 67, 29, 52, 8, 21, 15, 19, 7, 19, 26, 13, 5, 4, 7, 15, 81, 62.05, '', 'SIU Edwardsville', 'Detroit']",3.0,4.0,Detroit,SIU Edwardsville,11/25/2023,20231125,-6.0,100.5,106.5,63.5,-12.299999999999997,101.0,113.3,66.8,W,81-67,81,67,14,1,0,1,SIU Edwardsville,11/25,Home,Detroit,W by 14,7.0,7.0,-7.0,11.5,136.5,11/25/2023,11/25/2023SIU Edwardsville Cougars,SIU Edwardsville Cougars,70,248,7.0,62.0,116.1,112.1,4.0,116.1,112.1,4.0,11.0,2024,2024_248,2024_70,-0.8,-17.5
452,2023-11-25,0,East Carolina,Amer,George Mason,A,"L, 81-59",108.6,129.2,99.8,39.7,11.8,38.1,36.2,137.1,66.4,11.8,32.0,20.0,12.0,A10,1,2024,59.1,East CarolinaGeorge Mason11-25,Mike Schwartz,Tony Skinn,-9.521,0.742525,"['11/25/2023', 200, 'East Carolina', 'George Mason', 20, 58, 6, 20, 13, 21, 16, 17, 33, 9, 3, 3, 7, 14, 59, 32, 55, 9, 24, 8, 11, 8, 26, 34, 18, 6, 7, 7, 15, 81, 59.099999999999994, '', 'George Mason', 'East Carolina']",1.0,-20.599999999999994,East Carolina,George Mason,11/25/2023,20231125,-1.7999999999999972,106.9,108.7,68.8,3.9000000000000057,103.5,99.6,65.5,L,81-59,59,81,-22,1,0,1,East Carolina,11/25,Away,Geo Mason,L by 22,-17.0,-17.0,5.0,2.0,138.0,11/25/2023,11/25/2023East Carolina Pirates,East Carolina Pirates,96,75,-17.0,59.1,108.6,129.2,-20.599999999999994,108.6,129.2,-20.599999999999994,-37.599999999999994,2024,2024_75,2024_96,-4.2,-4.1
453,2023-11-25,0,George Mason,A10,East Carolina,H,"W, 81-59",128.3,101.1,137.1,66.4,11.8,32.0,20.0,99.8,39.7,11.8,38.1,36.2,93.9,Amer,2,2024,59.1,East CarolinaGeorge Mason11-25,Tony Skinn,Mike Schwartz,9.521,0.423119,"['11/25/2023', 200, 'East Carolina', 'George Mason', 20, 58, 6, 20, 13, 21, 16, 17, 33, 9, 3, 3, 7, 14, 59, 32, 55, 9, 24, 8, 11, 8, 26, 34, 18, 6, 7, 7, 15, 81, 59.099999999999994, '', 'George Mason', 'East Carolina']",6.0,27.200000000000017,East Carolina,George Mason,11/25/2023,20231125,3.9000000000000057,103.5,99.6,65.5,-1.7999999999999972,106.9,108.7,68.8,W,81-59,81,59,22,1,0,1,George Mason,11/25,Home,E Carolina,W by 22,17.0,17.0,-5.0,2.0,138.0,11/25/2023,11/25/2023George Mason Patriots,George Mason Patriots,75,96,17.0,59.1,128.3,101.1,27.200000000000017,128.3,101.1,27.200000000000017,44.20000000000002,2024,2024_96,2024_75,0.2,-4.1
470,2023-11-25,0,Central Arkansas,ASun,Eastern Michigan,H,"L, 74-71",98.6,115.2,106.5,49.1,16.5,27.0,38.6,111.0,55.7,13.5,23.5,43.4,14.3,MAC,2,2024,66.7,Eastern MichiganCentral Arkansas11-25,Anthony Boone,Stan Heath,-1.50667,0.204081,"['11/25/2023', 200, 'Eastern Michigan', 'Central Arkansas', 24, 53, 11, 23, 15, 23, 8, 27, 35, 12, 8, 3, 9, 16, 74, 24, 57, 8, 20, 15, 22, 10, 26, 36, 18, 7, 2, 11, 16, 71, 66.6875, '', 'Eastern Michigan', 'Central Arkansas']",2.0,-16.60000000000001,Eastern Michigan,Central Arkansas,11/25/2023,20231125,-14.700000000000003,95.7,110.4,68.1,-10.800000000000011,98.6,109.4,66.4,L,74-71,71,74,-3,1,0,1,Central Arkansas,11/25,Home,E Michigan,L by 3,0.5,0.5,3.5,-4.5,149.5,11/25/2023,11/25/2023Central Arkansas Bears,Central Arkansas Bears,79,43,0.5,66.7,98.6,115.2,-16.60000000000001,98.6,115.2,-16.60000000000001,-16.10000000000001,2024,2024_43,2024_79,13.0,15.6
471,2023-11-25,0,Eastern Michigan,MAC,Central Arkansas,A,"W, 74-71",104.4,114.4,111.0,55.7,13.5,23.5,43.4,106.5,49.1,16.5,27.0,38.6,25.8,ASun,1,2024,66.7,Eastern MichiganCentral Arkansas11-25,Stan Heath,Anthony Boone,1.50667,0.184762,"['11/25/2023', 200, 'Eastern Michigan', 'Central Arkansas', 24, 53, 11, 23, 15, 23, 8, 27, 35, 12, 8, 3, 9, 16, 74, 24, 57, 8, 20, 15, 22, 10, 26, 36, 18, 7, 2, 11, 16, 71, 66.6875, '', 'Eastern Michigan', 'Central Arkansas']",1.0,-10.0,Eastern Michigan,Central Arkansas,11/25/2023,20231125,-10.800000000000011,98.6,109.4,66.4,-14.700000000000003,95.7,110.4,68.1,W,74-71,74,71,3,1,0,1,Eastern Michigan,11/25,Away,Central Ark,W by 3,-0.5,-0.5,-3.5,-4.5,149.5,11/25/2023,11/25/2023Eastern Michigan Eagles,Eastern Michigan Eagles,43,79,-0.5,66.7,104.4,114.4,-10.0,104.4,114.4,-10.0,-10.5,2024,2024_79,2024_43,13.3,15.6
498,2023-11-25,0,Evansville,MVC,Southeast Missouri St.,N,"W, 93-74",122.6,112.7,129.3,59.7,8.3,29.0,46.8,102.9,52.6,19.5,25.7,29.3,72.4,OVC,1,2024,71.9,EvansvilleSoutheast Missouri St.11-25,David Ragland,Brad Korn,14.1099,0.12173,"['11/25/2023', 200, 'Evansville', 'Southeast Missouri St.', 35, 62, 4, 12, 19, 29, 9, 26, 35, 17, 9, 4, 6, 18, 93, 26, 58, 9, 26, 13, 17, 9, 22, 31, 14, 1, 4, 14, 20, 74, 71.92500000000001, '', 'Evansville', 'Southeast Missouri St.']",0.0,9.899999999999991,Evansville,Southeast Missouri St.,11/25/2023,20231125,-3.5,98.0,101.5,69.1,-15.5,93.0,108.5,73.0,W,93-74,93,74,19,1,1,0,Evansville,11/25,Neutral,SE Missouri,W by 19,13.5,13.5,-5.5,25.5,141.5,11/25/2023,11/25/2023Evansville Purple Aces,Evansville Purple Aces,272,82,13.5,71.9,122.6,112.7,9.899999999999991,122.6,112.7,9.899999999999991,23.39999999999999,2024,2024_82,2024_272,23.0,19.2
499,2023-11-25,0,Southeast Missouri St.,OVC,Evansville,N,"L, 93-74",99.6,138.2,102.9,52.6,19.5,25.7,29.3,129.3,59.7,8.3,29.0,46.8,2.2,MVC,2,2024,71.9,EvansvilleSoutheast Missouri St.11-25,Brad Korn,David Ragland,-14.1099,0.302965,"['11/25/2023', 200, 'Evansville', 'Southeast Missouri St.', 35, 62, 4, 12, 19, 29, 9, 26, 35, 17, 9, 4, 6, 18, 93, 26, 58, 9, 26, 13, 17, 9, 22, 31, 14, 1, 4, 14, 20, 74, 71.92500000000001, '', 'Evansville', 'Southeast Missouri St.']",0.0,-38.599999999999994,Evansville,Southeast Missouri St.,11/25/2023,20231125,-15.5,93.0,108.5,73.0,-3.5,98.0,101.5,69.1,L,93-74,74,93,-19,1,1,0,Southeast Missouri St.,11/25,Neutral,Evansville,L by 19,-13.5,-13.5,5.5,25.5,141.5,11/25/2023,11/25/2023SE Missouri St Redhawks,SE Missouri St Redhawks,82,272,-13.5,71.9,99.6,138.2,-38.599999999999994,99.6,138.2,-38.599999999999994,-52.099999999999994,2024,2024_272,2024_82,23.0,19.2
510,2023-11-25,0,Fairleigh Dickinson,NEC,Jacksonville,N,"L, 91-90",119.9,138.6,124.4,62.9,13.8,16.7,39.7,125.8,67.3,15.2,22.6,59.6,15.9,ASun,1,2024,72.3,Fairleigh DickinsonJacksonville11-25,Jack Castleberry,Jordan Mincy,-7.36583,0.317433,"['11/25/2023', 200, 'Fairleigh Dickinson', 'Jacksonville', 31, 58, 11, 21, 17, 23, 5, 24, 29, 20, 6, 0, 10, 22, 90, 29, 52, 12, 26, 21, 31, 7, 25, 32, 16, 4, 0, 11, 21, 91, 72.32499999999999, '', 'Jacksonville', 'Fairleigh Dickinson']",0.0,-18.69999999999999,Fairleigh Dickinson,Jacksonville,11/25/2023,20231125,-11.5,100.4,111.9,75.2,-5.700000000000003,98.7,104.4,69.5,L,91-90,90,91,-1,1,1,0,Fairleigh Dickinson,11/25,Neutral,Jacksonville,L by 1,2.0,2.0,3.0,31.0,150.0,11/25/2023,11/25/2023Fairleigh Dickinson Knights,Fairleigh Dickinson Knights,129,85,2.0,72.3,119.9,138.6,-18.69999999999999,119.9,138.6,-18.69999999999999,-16.69999999999999,2024,2024_85,2024_129,5.3,2.1
511,2023-11-25,0,Jacksonville,ASun,Fairleigh Dickinson,N,"W, 91-90",116.7,120.2,125.8,67.3,15.2,22.6,59.6,124.4,62.9,13.8,16.7,39.7,41.7,NEC,2,2024,72.3,Fairleigh DickinsonJacksonville11-25,Jordan Mincy,Jack Castleberry,7.36583,0.225401,"['11/25/2023', 200, 'Fairleigh Dickinson', 'Jacksonville', 31, 58, 11, 21, 17, 23, 5, 24, 29, 20, 6, 0, 10, 22, 90, 29, 52, 12, 26, 21, 31, 7, 25, 32, 16, 4, 0, 11, 21, 91, 72.32499999999999, '', 'Jacksonville', 'Fairleigh Dickinson']",3.0,-3.5,Fairleigh Dickinson,Jacksonville,11/25/2023,20231125,-5.700000000000003,98.7,104.4,69.5,-11.5,100.4,111.9,75.2,W,91-90,91,90,1,1,1,0,Jacksonville,11/25,Neutral,F Dickinson,W by 1,-2.0,-2.0,-3.0,31.0,150.0,11/25/2023,11/25/2023Jacksonville Dolphins,Jacksonville Dolphins,85,129,-2.0,72.3,116.7,120.2,-3.5,116.7,120.2,-3.5,-5.5,2024,2024_129,2024_85,5.3,2.1
576,2023-11-25,0,Furman,SC,UAB,A,"L, 92-86",133.6,126.9,124.8,60.2,18.9,39.4,39.0,133.5,62.9,13.1,37.0,39.7,64.4,Amer,1,2024,68.9,FurmanUAB11-25,Bob Richey,Andy Kennedy,-2.53417,0.774952,"['11/25/2023', 200, 'Furman', 'UAB', 30, 59, 11, 25, 15, 23, 13, 17, 30, 17, 7, 0, 13, 21, 86, 34, 58, 5, 13, 19, 23, 10, 20, 30, 17, 5, 5, 9, 15, 92, 68.925, '', 'UAB', 'Furman']",2.0,6.699999999999989,Furman,UAB,11/25/2023,20231125,3.5,108.6,105.1,72.4,6.599999999999994,105.6,99.0,70.4,L,92-86,86,92,-6,1,0,1,Furman,11/25,Away,UAB,L by 6,-0.5,-0.5,5.5,19.5,158.5,11/25/2023,11/25/2023Furman Paladins,Furman Paladins,309,94,-0.5,68.9,133.6,126.9,6.699999999999989,133.6,126.9,6.699999999999989,6.199999999999989,2024,2024_94,2024_309,-0.8,-0.6
577,2023-11-25,0,UAB,Amer,Furman,H,"W, 92-86",128.9,120.5,133.5,62.9,13.1,37.0,39.7,124.8,60.2,18.9,39.4,39.0,68.4,SC,2,2024,68.9,FurmanUAB11-25,Andy Kennedy,Bob Richey,2.53417,0.53169,"['11/25/2023', 200, 'Furman', 'UAB', 30, 59, 11, 25, 15, 23, 13, 17, 30, 17, 7, 0, 13, 21, 86, 34, 58, 5, 13, 19, 23, 10, 20, 30, 17, 5, 5, 9, 15, 92, 68.925, '', 'UAB', 'Furman']",2.0,8.400000000000006,Furman,UAB,11/25/2023,20231125,6.599999999999994,105.6,99.0,70.4,3.5,108.6,105.1,72.4,W,92-86,92,86,6,1,0,1,UAB,11/25,Home,Furman,W by 6,0.5,0.5,-5.5,19.5,158.5,11/25/2023,11/25/2023UAB Blazers,UAB Blazers,94,309,0.5,68.9,128.9,120.5,8.400000000000006,128.9,120.5,8.400000000000006,8.900000000000006,2024,2024_309,2024_94,-0.8,-0.6
590,2023-11-25,0,George Washington,A10,Illinois Chicago,N,"L, 89-79",102.6,116.9,102.7,47.0,15.6,29.3,34.8,115.7,61.1,15.6,24.2,33.3,18.3,MVC,1,2024,76.9,George WashingtonIllinois Chicago11-25,Chris Caputo,Luke Yaklich,-8.73529,0.549255,"['11/25/2023', 200, 'George Washington', 'Illinois Chicago', 27, 66, 8, 26, 17, 23, 12, 25, 37, 11, 5, 1, 12, 18, 79, 32, 63, 13, 32, 12, 21, 8, 29, 37, 14, 5, 7, 12, 19, 89, 76.94999999999999, '', 'Illinois Chicago', 'George Washington']",3.0,-14.300000000000011,George Washington,Illinois Chicago,11/25/2023,20231125,1.5,103.0,101.5,74.8,3.700000000000003,101.8,98.1,68.9,L,89-79,79,89,-10,1,1,0,George Washington,11/25,Neutral,IL-Chicago,L by 10,-11.5,-11.5,-1.5,19.0,149.0,11/25/2023,11/25/2023George Washington Revolutionaries,George Washington Revolutionaries,120,97,-11.5,76.9,102.6,116.9,-14.300000000000011,102.6,116.9,-14.300000000000011,-25.80000000000001,2024,2024_97,2024_120,-5.9,-7.7
591,2023-11-25,0,Illinois Chicago,MVC,George Washington,N,"W, 89-79",115.3,104.4,115.7,61.1,15.6,24.2,33.3,102.7,47.0,15.6,29.3,34.8,75.9,A10,2,2024,76.9,George WashingtonIllinois Chicago11-25,Luke Yaklich,Chris Caputo,8.73529,0.36635,"['11/25/2023', 200, 'George Washington', 'Illinois Chicago', 27, 66, 8, 26, 17, 23, 12, 25, 37, 11, 5, 1, 12, 18, 79, 32, 63, 13, 32, 12, 21, 8, 29, 37, 14, 5, 7, 12, 19, 89, 76.94999999999999, '', 'Illinois Chicago', 'George Washington']",3.0,10.899999999999991,George Washington,Illinois Chicago,11/25/2023,20231125,3.700000000000003,101.8,98.1,68.9,1.5,103.0,101.5,74.8,W,89-79,89,79,10,1,1,0,Illinois Chicago,11/25,Neutral,Geo Wshgtn,W by 10,11.5,11.5,1.5,19.0,149.0,11/25/2023,11/25/2023Illinois-Chicago Flames,Illinois-Chicago Flames,97,120,11.5,76.9,115.3,104.4,10.899999999999991,115.3,104.4,10.899999999999991,22.39999999999999,2024,2024_120,2024_97,-8.5,-7.7
610,2023-11-25,0,Charlotte,Amer,Georgia St.,H,"W, 65-57",94.9,95.6,102.3,48.9,12.6,12.0,62.2,89.7,42.0,23.6,34.3,17.9,47.9,SB,2,2024,63.5,Georgia St.Charlotte11-25,Aaron Fearne,Jonas Hayes,-2.84557,0.372607,"['11/25/2023', 200, 'Georgia St.', 'Charlotte', 21, 56, 5, 20, 10, 10, 12, 22, 34, 12, 4, 2, 15, 24, 57, 21, 45, 2, 11, 21, 28, 3, 23, 26, 6, 7, 2, 8, 15, 65, 63.525, '', 'Charlotte', 'Georgia St.']",2.0,-0.6999999999999886,Georgia St.,Charlotte,11/25/2023,20231125,4.0,101.7,97.7,63.3,-1.6000000000000085,103.8,105.4,68.4,W,65-57,65,57,8,1,0,1,Charlotte,11/25,Home,Georgia St,W by 8,2.5,2.5,-5.5,-10.0,132.0,11/25/2023,11/25/2023Charlotte 49ers,Charlotte 49ers,101,47,2.5,63.5,94.9,95.6,-0.6999999999999886,94.9,95.6,-0.6999999999999886,1.8000000000000114,2024,2024_47,2024_101,-5.5,-6.3
611,2023-11-25,0,Georgia St.,SB,Charlotte,A,"L, 65-57",98.6,96.2,89.7,42.0,23.6,34.3,17.9,102.3,48.9,12.6,12.0,62.2,57.2,Amer,1,2024,63.5,Georgia St.Charlotte11-25,Jonas Hayes,Aaron Fearne,2.84557,0.674328,"['11/25/2023', 200, 'Georgia St.', 'Charlotte', 21, 56, 5, 20, 10, 10, 12, 22, 34, 12, 4, 2, 15, 24, 57, 21, 45, 2, 11, 21, 28, 3, 23, 26, 6, 7, 2, 8, 15, 65, 63.525, '', 'Charlotte', 'Georgia St.']",2.0,2.3999999999999915,Georgia St.,Charlotte,11/25/2023,20231125,-1.6000000000000085,103.8,105.4,68.4,4.0,101.7,97.7,63.3,L,65-57,57,65,-8,1,0,1,Georgia St.,11/25,Away,Charlotte,L by 8,-2.5,-2.5,5.5,-10.0,132.0,11/25/2023,11/25/2023Georgia St Panthers,Georgia St Panthers,47,101,-2.5,63.5,98.6,96.2,2.3999999999999915,98.6,96.2,2.3999999999999915,-0.10000000000000853,2024,2024_101,2024_47,-6.9,-6.3
668,2023-11-25,0,Hawaii,BW,San Diego,N,"W, 77-66",106.2,93.7,107.0,54.5,18.1,22.2,42.9,91.7,41.7,16.7,23.7,30.0,80.8,WCC,1,2024,72.0,HawaiiSan Diego11-25,Eran Ganot,Steve Lavin,7.28095,0.397823,"['11/25/2023', 200, 'Hawaii', 'San Diego', 27, 56, 7, 17, 16, 24, 8, 29, 37, 13, 8, 3, 13, 12, 77, 23, 60, 4, 15, 16, 18, 9, 28, 37, 6, 7, 3, 12, 21, 66, 71.975, '', 'Hawaii', 'San Diego']",0.0,12.5,Hawaii,San Diego,11/25/2023,20231125,4.799999999999997,103.2,98.4,70.9,-3.0999999999999943,98.7,101.8,70.7,W,77-66,77,66,11,1,1,0,Hawaii,11/25,Neutral,San Diego,W by 11,4.0,4.0,-7.0,6.0,137.0,11/25/2023,11/25/2023Hawaii Rainbow Warriors,Hawaii Rainbow Warriors,258,109,4.0,72.0,106.2,93.7,12.5,106.2,93.7,12.5,16.5,2024,2024_109,2024_258,3.7,1.2
669,2023-11-25,0,San Diego,WCC,Hawaii,N,"L, 77-66",96.8,107.1,91.7,41.7,16.7,23.7,30.0,107.0,54.5,18.1,22.2,42.9,23.6,BW,2,2024,72.0,HawaiiSan Diego11-25,Steve Lavin,Eran Ganot,-7.28095,0.664206,"['11/25/2023', 200, 'Hawaii', 'San Diego', 27, 56, 7, 17, 16, 24, 8, 29, 37, 13, 8, 3, 13, 12, 77, 23, 60, 4, 15, 16, 18, 9, 28, 37, 6, 7, 3, 12, 21, 66, 71.975, '', 'Hawaii', 'San Diego']",0.0,-10.299999999999997,Hawaii,San Diego,11/25/2023,20231125,-3.0999999999999943,98.7,101.8,70.7,4.799999999999997,103.2,98.4,70.9,L,77-66,66,77,-11,1,1,0,San Diego,11/25,Neutral,Hawaii,L by 11,-4.0,-4.0,7.0,6.0,137.0,11/25/2023,11/25/2023San Diego Toreros,San Diego Toreros,109,258,-4.0,72.0,96.8,107.1,-10.299999999999997,96.8,107.1,-10.299999999999997,-14.299999999999997,2024,2024_258,2024_109,1.6,1.2
692,2023-11-25,0,Holy Cross,Pat,St. John's,A,"L, 91-45",82.6,112.1,66.9,42.6,29.7,12.9,17.0,135.2,55.2,11.9,52.5,10.4,2.9,BE,1,2024,67.3,Holy CrossSt. John's11-25,Dave Paulsen,Rick Pitino,-10.7385,0.84649,"['11/25/2023', 200, 'Holy Cross', ""St. John's"", 17, 47, 6, 18, 5, 8, 4, 19, 23, 8, 1, 2, 20, 10, 45, 39, 77, 7, 22, 6, 8, 21, 27, 48, 22, 14, 6, 8, 13, 91, 67.3, '', ""St. John's"", 'Holy Cross']",0.0,-29.5,Holy Cross,St. John's,11/25/2023,20231125,-15.0,99.3,114.3,64.8,9.900000000000006,111.0,101.1,72.2,L,91-45,45,91,-46,1,0,1,Holy Cross,11/25,Away,St Johns,L by 46,-22.0,-22.0,24.0,-16.5,152.5,11/25/2023,11/25/2023Holy Cross Crusaders,Holy Cross Crusaders,281,112,-22.0,67.3,82.6,112.1,-29.5,82.6,112.1,-29.5,-51.5,2024,2024_112,2024_281,-11.1,-7.4
