,Date,TypeofGame,Tm,Conference,Opp,HomeAway,Result_x,Tm_AdjO,Tm_AdjD,Tm_O_PPP,Tm_O_EFG,Tm_O_TO,Tm_O_OR,Tm_O_FTR,Tm_D_PPP,Tm_D_EFG,Tm_D_TO,Tm_D_OR,Tm_D_FTR,G-Score,Conference2,  ,Year,Tempo,muid,Tm_coach,Opp_coach,Lead,AvgLead,gamestats, ,EMRating,Away,Home,Date_zero,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,WinorLose,Score,tm_pts,opp_pts,tm_ptdiff,is_home,is_neutral,tm_hca,Team,Date_y,H/A/N,Opponent,Result_y,Diff,ATS,ATSVegas,OverUnder,OverUnderVegas,Year_Date,GameID,Tm_y,opp_code,tm_code,ATSvalue,pace,tm_offensive_rating,tm_defensive_rating,tm_net_eff,tm_mod_AdjO,tm_mod_AdjD,tm_mod_net_eff,tm_margin_net_eff,season,season_tm,season_opp,Reg_dif,Over_dif
1041,2023-11-25,0,Ohio,MAC,Middle Tennessee,N,"W, 80-68",128.1,108.6,124.8,67.6,15.6,23.8,18.5,106.0,50.0,21.8,34.4,38.5,86.9,CUSA,2,2024,64.1,Middle TennesseeOhio11-25,Jeff Boals,Nicholas McDevitt,5.19551,0.580752,"['11/25/2023', 200, 'Middle Tennessee', 'Ohio', 23, 52, 6, 26, 16, 20, 11, 16, 27, 10, 4, 3, 14, 13, 68, 32, 54, 9, 22, 7, 10, 5, 21, 26, 16, 3, 0, 10, 19, 80, 64.125, '', 'Ohio', 'Middle Tennessee']",3.0,19.5,Middle Tennessee,Ohio,11/25/2023,20231125,3.799999999999997,107.2,103.4,69.3,-1.2999999999999972,98.4,99.7,63.6,W,80-68,80,68,12,1,1,0,Ohio,11/25,Neutral,Middle Tenn,W by 12,8.0,8.0,-4.0,15.0,133.0,11/25/2023,11/25/2023Ohio Bobcats,Ohio Bobcats,173,219,8.0,64.1,128.1,108.6,19.5,128.1,108.6,19.5,27.5,2024,2024_219,2024_173,-5.2,-6.1
1140,2023-11-25,0,New Orleans,Slnd,North Dakota,N,"L, 71-69",81.7,84.9,82.9,38.8,20.4,23.8,29.9,85.3,46.8,24.0,24.4,36.5,39.3,Sum,1,2024,74.0,New OrleansNorth Dakota11-25,Mark Slessinger,Paul Sather,7.16815,0.30612,"['11/25/2023', 225, 'New Orleans', 'North Dakota', 25, 67, 2, 17, 17, 20, 10, 34, 44, 8, 10, 1, 17, 20, 69, 27, 63, 5, 26, 12, 23, 11, 32, 43, 11, 8, 5, 20, 20, 71, 83.2125, '', 'North Dakota', 'New Orleans']",1.0,-3.200000000000003,New Orleans,North Dakota,11/25/2023,20231125,-9.400000000000006,100.6,110.0,71.7,-5.400000000000006,102.3,107.7,69.5,L,71-69,69,71,-2,1,1,0,New Orleans,11/25,Neutral,North Dakota,L by 2,0.5,0.5,2.5,-15.5,155.5,11/25/2023,11/25/2023New Orleans Privateers,New Orleans Privateers,205,196,0.5,74.0,81.7,84.9,-3.200000000000003,81.7,84.9,-3.200000000000003,-2.700000000000003,2024,2024_196,2024_205,7.6,8.9
1141,2023-11-25,0,North Dakota,Sum,New Orleans,N,"W, 71-69",79.6,86.9,85.3,46.8,24.0,24.4,36.5,82.9,38.8,20.4,23.8,29.9,26.6,Slnd,2,2024,74.0,New OrleansNorth Dakota11-25,Paul Sather,Mark Slessinger,-7.16815,0.34708,"['11/25/2023', 225, 'New Orleans', 'North Dakota', 25, 67, 2, 17, 17, 20, 10, 34, 44, 8, 10, 1, 17, 20, 69, 27, 63, 5, 26, 12, 23, 11, 32, 43, 11, 8, 5, 20, 20, 71, 83.2125, '', 'North Dakota', 'New Orleans']",4.0,-7.300000000000011,New Orleans,North Dakota,11/25/2023,20231125,-5.400000000000006,102.3,107.7,69.5,-9.400000000000006,100.6,110.0,71.7,W,71-69,71,69,2,1,1,0,North Dakota,11/25,Neutral,New Orleans,W by 2,-0.5,-0.5,-2.5,-15.5,155.5,11/25/2023,11/25/2023North Dakota Fighting Hawks,North Dakota Fighting Hawks,196,205,-0.5,74.0,79.6,86.9,-7.300000000000011,79.6,86.9,-7.300000000000011,-7.800000000000011,2024,2024_205,2024_196,7.6,8.9
1162,2023-11-25,0,NJIT,AE,Wagner,A,"L, 64-51",85.3,110.2,83.6,37.2,21.3,29.7,72.1,104.9,51.0,18.0,27.8,53.1,5.0,NEC,1,2024,61.0,NJITWagner11-25,Grant Billmeier,Donald Copeland,-6.28882,0.34828,"['11/25/2023', 200, 'NJIT', 'Wagner', 14, 43, 4, 21, 19, 31, 11, 26, 37, 7, 4, 2, 13, 19, 51, 20, 49, 10, 24, 14, 26, 10, 26, 36, 14, 9, 2, 11, 27, 64, 61.037499999999994, '', 'Wagner', 'NJIT']",0.0,-24.900000000000006,NJIT,Wagner,11/25/2023,20231125,-17.89999999999999,94.4,112.3,71.2,-11.399999999999991,95.2,106.6,61.1,L,64-51,51,64,-13,1,0,1,NJIT,11/25,Away,Wagner,L by 13,-6.0,-6.0,7.0,-14.0,129.0,11/25/2023,11/25/2023NJIT Highlanders,NJIT Highlanders,342,188,-6.0,61.0,85.3,110.2,-24.900000000000006,85.3,110.2,-24.900000000000006,-30.900000000000006,2024,2024_188,2024_342,-2.6,-0.8
1163,2023-11-25,0,Wagner,NEC,NJIT,H,"W, 64-51",94.2,95.0,104.9,51.0,18.0,27.8,53.1,83.6,37.2,21.3,29.7,72.1,47.5,AE,2,2024,61.0,NJITWagner11-25,Donald Copeland,Grant Billmeier,6.28882,0.0823802,"['11/25/2023', 200, 'NJIT', 'Wagner', 14, 43, 4, 21, 19, 31, 11, 26, 37, 7, 4, 2, 13, 19, 51, 20, 49, 10, 24, 14, 26, 10, 26, 36, 14, 9, 2, 11, 27, 64, 61.037499999999994, '', 'Wagner', 'NJIT']",0.0,-0.7999999999999972,NJIT,Wagner,11/25/2023,20231125,-11.399999999999991,95.2,106.6,61.1,-17.89999999999999,94.4,112.3,71.2,W,64-51,64,51,13,1,0,1,Wagner,11/25,Home,NJIT,W by 13,6.0,6.0,-7.0,-14.0,129.0,11/25/2023,11/25/2023Wagner Seahawks,Wagner Seahawks,188,342,6.0,61.0,94.2,95.0,-0.7999999999999972,94.2,95.0,-0.7999999999999972,5.200000000000003,2024,2024_342,2024_188,-2.6,-0.8
1166,2023-11-25,0,Norfolk St.,MEAC,Wichita St.,A,"L, 80-67",111.7,118.5,103.4,44.6,9.3,30.0,18.5,123.5,52.6,12.3,39.4,43.1,33.6,Amer,1,2024,64.8,Norfolk St.Wichita St.11-25,Robert Jones,Paul Mills,-6.33996,0.755871,"['11/25/2023', 200, 'Norfolk St.', 'Wichita St.', 27, 65, 4, 16, 9, 12, 12, 20, 32, 12, 7, 3, 6, 17, 67, 28, 58, 5, 17, 19, 25, 13, 28, 41, 20, 5, 8, 8, 12, 80, 64.7875, '', 'Wichita St.', 'Norfolk St.']",1.0,-6.799999999999997,Norfolk St.,Wichita St.,11/25/2023,20231125,-9.800000000000011,97.6,107.4,69.6,6.299999999999997,103.1,96.8,71.0,L,80-67,67,80,-13,1,0,1,Norfolk St.,11/25,Away,Wichita St,L by 13,1.5,1.5,14.5,4.0,143.0,11/25/2023,11/25/2023Norfolk State Spartans,Norfolk State Spartans,352,199,1.5,64.8,111.7,118.5,-6.799999999999997,111.7,118.5,-6.799999999999997,-5.299999999999997,2024,2024_199,2024_352,-6.7,-6.3
1167,2023-11-25,0,Wichita St.,Amer,Norfolk St.,H,"W, 80-67",115.9,109.1,123.5,52.6,12.3,39.4,43.1,103.4,44.6,9.3,30.0,18.5,66.6,MEAC,2,2024,64.8,Norfolk St.Wichita St.11-25,Paul Mills,Robert Jones,6.33996,0.245696,"['11/25/2023', 200, 'Norfolk St.', 'Wichita St.', 27, 65, 4, 16, 9, 12, 12, 20, 32, 12, 7, 3, 6, 17, 67, 28, 58, 5, 17, 19, 25, 13, 28, 41, 20, 5, 8, 8, 12, 80, 64.7875, '', 'Wichita St.', 'Norfolk St.']",6.0,6.800000000000011,Norfolk St.,Wichita St.,11/25/2023,20231125,6.299999999999997,103.1,96.8,71.0,-9.800000000000011,97.6,107.4,69.6,W,80-67,80,67,13,1,0,1,Wichita St.,11/25,Home,Norfolk St,W by 13,-1.5,-1.5,-14.5,4.0,143.0,11/25/2023,11/25/2023Wichita St Shockers,Wichita St Shockers,199,352,-1.5,64.8,115.9,109.1,6.800000000000011,115.9,109.1,6.800000000000011,5.300000000000011,2024,2024_352,2024_199,-6.7,-6.3
1174,2023-11-25,0,North Carolina A&T,CAA,Samford,A,"L, 101-83",101.8,125.9,104.9,50.8,15.2,21.6,52.5,127.7,61.9,15.2,32.4,31.3,8.0,SC,1,2024,79.1,North Carolina A&TSamford11-25,Monte Ross,Bucky McMillan,-15.392,0.577908,"['11/25/2023', 200, 'North Carolina A&T', 'Samford', 27, 61, 8, 21, 21, 32, 8, 23, 31, 15, 7, 3, 12, 21, 83, 36, 67, 11, 25, 18, 21, 11, 29, 40, 24, 6, 3, 12, 24, 101, 79.0875, '', 'Samford', 'North Carolina A&T']",1.0,-24.10000000000001,North Carolina A&T,Samford,11/25/2023,20231125,-23.700000000000003,94.3,118.0,72.0,1.5,105.2,103.7,72.4,L,101-83,83,101,-18,1,0,1,North Carolina A&T,11/25,Away,Samford,L by 18,3.0,3.0,21.0,25.0,159.0,11/25/2023,11/25/2023North Carolina AT Aggies,North Carolina AT Aggies,257,202,3.0,79.1,101.8,125.9,-24.10000000000001,101.8,125.9,-24.10000000000001,-21.10000000000001,2024,2024_202,2024_257,-9.2,-6.2
1175,2023-11-25,0,Samford,SC,North Carolina A&T,H,"W, 101-83",114.4,117.9,127.7,61.9,15.2,32.4,31.3,104.9,50.8,15.2,21.6,52.5,41.5,CAA,2,2024,79.1,North Carolina A&TSamford11-25,Bucky McMillan,Monte Ross,15.392,0.0431488,"['11/25/2023', 200, 'North Carolina A&T', 'Samford', 27, 61, 8, 21, 21, 32, 8, 23, 31, 15, 7, 3, 12, 21, 83, 36, 67, 11, 25, 18, 21, 11, 29, 40, 24, 6, 3, 12, 24, 101, 79.0875, '', 'Samford', 'North Carolina A&T']",3.0,-3.5,North Carolina A&T,Samford,11/25/2023,20231125,1.5,105.2,103.7,72.4,-23.700000000000003,94.3,118.0,72.0,W,101-83,101,83,18,1,0,1,Samford,11/25,Home,NC A&T,W by 18,-3.0,-3.0,-21.0,25.0,159.0,11/25/2023,11/25/2023Samford Bulldogs,Samford Bulldogs,202,257,-3.0,79.1,114.4,117.9,-3.5,114.4,117.9,-3.5,-6.5,2024,2024_257,2024_202,-14.1,-6.2
1200,2023-11-25,0,Grand Canyon,WAC,North Dakota St.,H,"W, 86-71",116.0,112.1,125.6,52.9,5.8,36.8,29.0,103.7,50.9,21.9,33.3,40.7,59.6,Sum,2,2024,68.5,North Dakota St.Grand Canyon11-25,Bryce Drew,David Richman,-0.933824,0.368186,"['11/25/2023', 200, 'North Dakota St.', 'Grand Canyon', 25, 54, 5, 16, 16, 22, 11, 24, 35, 6, 2, 3, 15, 16, 71, 34, 69, 5, 12, 13, 20, 14, 22, 36, 12, 6, 7, 4, 15, 86, 68.475, '', 'Grand Canyon', 'North Dakota St.']",4.0,3.9000000000000057,North Dakota St.,Grand Canyon,11/25/2023,20231125,9.599999999999994,110.3,100.7,69.3,-4.0,104.0,108.0,65.7,W,86-71,86,71,15,1,0,1,Grand Canyon,11/25,Home,N Dakota St,W by 15,2.0,2.0,-13.0,16.0,141.0,11/25/2023,11/25/2023Grand Canyon Antelopes,Grand Canyon Antelopes,206,105,2.0,68.5,116.0,112.1,3.9000000000000057,116.0,112.1,3.9000000000000057,5.900000000000006,2024,2024_105,2024_206,1.9,6.4
1201,2023-11-25,0,North Dakota St.,Sum,Grand Canyon,A,"L, 86-71",115.0,111.0,103.7,50.9,21.9,33.3,40.7,125.6,52.9,5.8,36.8,29.0,60.1,WAC,1,2024,68.5,North Dakota St.Grand Canyon11-25,David Richman,Bryce Drew,0.933824,0.791801,"['11/25/2023', 200, 'North Dakota St.', 'Grand Canyon', 25, 54, 5, 16, 16, 22, 11, 24, 35, 6, 2, 3, 15, 16, 71, 34, 69, 5, 12, 13, 20, 14, 22, 36, 12, 6, 7, 4, 15, 86, 68.475, '', 'Grand Canyon', 'North Dakota St.']",0.0,4.0,North Dakota St.,Grand Canyon,11/25/2023,20231125,-4.0,104.0,108.0,65.7,9.599999999999994,110.3,100.7,69.3,L,86-71,71,86,-15,1,0,1,North Dakota St.,11/25,Away,Grd Canyon,L by 15,-2.0,-2.0,13.0,16.0,141.0,11/25/2023,11/25/2023North Dakota State Bison,North Dakota State Bison,105,206,-2.0,68.5,115.0,111.0,4.0,115.0,111.0,4.0,2.0,2024,2024_206,2024_105,1.9,6.4
1228,2023-11-25,0,Northeastern,CAA,Princeton,A,"L, 80-66",120.6,123.8,113.0,56.0,20.5,34.6,22.0,137.0,57.0,10.3,41.4,28.1,42.5,Ivy,1,2024,58.4,NortheasternPrinceton11-25,Bill Coen,Mitch Henderson,-4.28919,0.786075,"['11/25/2023', 200, 'Northeastern', 'Princeton', 25, 50, 6, 18, 10, 11, 9, 17, 26, 13, 5, 2, 12, 18, 66, 28, 57, 9, 24, 15, 16, 12, 17, 29, 13, 4, 3, 6, 13, 80, 58.412499999999994, '', 'Princeton', 'Northeastern']",0.0,-3.200000000000003,Northeastern,Princeton,11/25/2023,20231125,-3.5,104.3,107.8,66.1,13.5,111.4,97.9,64.4,L,80-66,66,80,-14,1,0,1,Northeastern,11/25,Away,Princeton,L by 14,-1.5,-1.5,12.5,10.0,136.0,11/25/2023,11/25/2023Northeastern Huskies,Northeastern Huskies,236,209,-1.5,58.4,120.6,123.8,-3.200000000000003,120.6,123.8,-3.200000000000003,-4.700000000000003,2024,2024_209,2024_236,-9.1,-9.5
1229,2023-11-25,0,Princeton,Ivy,Northeastern,H,"W, 80-66",126.0,116.2,137.0,57.0,10.3,41.4,28.1,113.0,56.0,20.5,34.6,22.0,71.6,CAA,2,2024,58.4,NortheasternPrinceton11-25,Mitch Henderson,Bill Coen,4.28919,0.336584,"['11/25/2023', 200, 'Northeastern', 'Princeton', 25, 50, 6, 18, 10, 11, 9, 17, 26, 13, 5, 2, 12, 18, 66, 28, 57, 9, 24, 15, 16, 12, 17, 29, 13, 4, 3, 6, 13, 80, 58.412499999999994, '', 'Princeton', 'Northeastern']",0.0,9.799999999999997,Northeastern,Princeton,11/25/2023,20231125,13.5,111.4,97.9,64.4,-3.5,104.3,107.8,66.1,W,80-66,80,66,14,1,0,1,Princeton,11/25,Home,Northeastrn,W by 14,1.5,1.5,-12.5,10.0,136.0,11/25/2023,11/25/2023Princeton Tigers,Princeton Tigers,209,236,1.5,58.4,126.0,116.2,9.799999999999997,126.0,116.2,9.799999999999997,11.299999999999997,2024,2024_236,2024_209,-8.2,-9.5
1244,2023-11-25,0,DePaul,BE,Northern Illinois,H,"L, 89-79",101.9,122.1,107.4,48.5,10.9,26.8,33.3,121.0,56.9,10.9,24.3,60.3,11.1,MAC,2,2024,73.5,Northern IllinoisDePaul11-25,Tony Stubblefield,Rashon Burno,-9.65206,0.432059,"['11/25/2023', 200, 'Northern Illinois', 'DePaul', 28, 58, 10, 22, 23, 35, 9, 30, 39, 12, 6, 5, 8, 21, 89, 29, 66, 6, 20, 15, 22, 11, 28, 39, 17, 3, 1, 8, 25, 79, 73.5375, '', 'Northern Illinois', 'DePaul']",2.0,-20.19999999999999,Northern Illinois,DePaul,11/25/2023,20231125,-0.6000000000000085,101.3,101.9,68.9,-1.2000000000000028,104.2,105.4,73.7,L,89-79,79,89,-10,1,0,1,DePaul,11/25,Home,N Illinois,L by 10,-13.5,-13.5,-3.5,16.0,152.0,11/25/2023,11/25/2023DePaul Blue Demons,DePaul Blue Demons,212,66,-13.5,73.5,101.9,122.1,-20.19999999999999,101.9,122.1,-20.19999999999999,-33.69999999999999,2024,2024_66,2024_212,21.8,21.0
1245,2023-11-25,0,Northern Illinois,MAC,DePaul,A,"W, 89-79",123.9,104.8,121.0,56.9,10.9,24.3,60.3,107.4,48.5,10.9,26.8,33.3,87.2,BE,1,2024,73.5,Northern IllinoisDePaul11-25,Rashon Burno,Tony Stubblefield,9.65206,0.527256,"['11/25/2023', 200, 'Northern Illinois', 'DePaul', 28, 58, 10, 22, 23, 35, 9, 30, 39, 12, 6, 5, 8, 21, 89, 29, 66, 6, 20, 15, 22, 11, 28, 39, 17, 3, 1, 8, 25, 79, 73.5375, '', 'Northern Illinois', 'DePaul']",2.0,19.10000000000001,Northern Illinois,DePaul,11/25/2023,20231125,-1.2000000000000028,104.2,105.4,73.7,-0.6000000000000085,101.3,101.9,68.9,W,89-79,89,79,10,1,0,1,Northern Illinois,11/25,Away,DePaul,W by 10,13.5,13.5,3.5,16.0,152.0,11/25/2023,11/25/2023Northern Illinois Huskies,Northern Illinois Huskies,66,212,13.5,73.5,123.9,104.8,19.10000000000001,123.9,104.8,19.10000000000001,32.60000000000001,2024,2024_212,2024_66,21.8,21.0
1278,2023-11-25,0,Ohio St.,B10,Santa Clara,N,"W, 86-56",133.2,93.4,137.7,62.7,11.2,34.4,14.3,89.7,43.6,24.0,40.0,29.1,98.4,WCC,1,2024,62.4,Ohio St.Santa Clara11-25,Chris Holtmann,Herb Sendek,10.4508,0.585588,"['11/25/2023', 200, 'Ohio St.', 'Santa Clara', 33, 63, 13, 28, 7, 9, 11, 24, 35, 22, 8, 4, 7, 20, 86, 21, 55, 6, 20, 8, 16, 16, 21, 37, 9, 3, 1, 15, 15, 56, 62.4375, '', 'Ohio St.', 'Santa Clara']",4.0,39.79999999999998,Ohio St.,Santa Clara,11/25/2023,20231125,16.700000000000003,114.0,97.3,67.4,6.599999999999994,107.1,100.5,70.9,W,86-56,86,56,30,1,1,0,Ohio St.,11/25,Neutral,Santa Clara,W by 30,23.5,23.5,-6.5,-5.5,147.5,11/25/2023,11/25/2023Ohio St Buckeyes,Ohio St Buckeyes,262,220,23.5,62.4,133.2,93.4,39.79999999999998,133.2,93.4,39.79999999999998,63.29999999999998,2024,2024_220,2024_262,-3.9,-4.4
1279,2023-11-25,0,Santa Clara,WCC,Ohio St.,N,"L, 86-56",101.0,119.3,89.7,43.6,24.0,40.0,29.1,137.7,62.7,11.2,34.4,14.3,12.9,B10,2,2024,62.4,Ohio St.Santa Clara11-25,Herb Sendek,Chris Holtmann,-10.4508,0.861769,"['11/25/2023', 200, 'Ohio St.', 'Santa Clara', 33, 63, 13, 28, 7, 9, 11, 24, 35, 22, 8, 4, 7, 20, 86, 21, 55, 6, 20, 8, 16, 16, 21, 37, 9, 3, 1, 15, 15, 56, 62.4375, '', 'Ohio St.', 'Santa Clara']",0.0,-18.299999999999997,Ohio St.,Santa Clara,11/25/2023,20231125,6.599999999999994,107.1,100.5,70.9,16.700000000000003,114.0,97.3,67.4,L,86-56,56,86,-30,1,1,0,Santa Clara,11/25,Neutral,Ohio St,L by 30,-23.5,-23.5,6.5,-5.5,147.5,11/25/2023,11/25/2023Santa Clara Broncos,Santa Clara Broncos,220,262,-23.5,62.4,101.0,119.3,-18.299999999999997,101.0,119.3,-18.299999999999997,-41.8,2024,2024_262,2024_220,-5.1,-4.4
1356,2023-11-25,0,Queens,ASun,Richmond,A,"L, 90-61",85.2,109.5,78.9,38.9,18.1,25.0,13.9,116.4,58.1,7.8,14.3,5.4,5.3,A10,1,2024,77.3,QueensRichmond11-25,Grant Leonard,Chris Mooney,-13.5248,0.730464,"['11/25/2023', 200, 'Queens', 'Richmond', 23, 72, 10, 40, 5, 10, 13, 30, 43, 10, 4, 3, 14, 11, 61, 39, 74, 8, 25, 4, 4, 5, 39, 44, 14, 8, 4, 6, 11, 90, 77.325, '', 'Richmond', 'Queens']",0.0,-24.299999999999997,Queens,Richmond,11/25/2023,20231125,-5.699999999999989,101.4,107.1,70.0,8.0,108.2,100.2,66.1,L,90-61,61,90,-29,1,0,1,Queens,11/25,Away,Richmond,L by 29,-16.5,-16.5,12.5,9.0,142.0,11/25/2023,11/25/2023Queens university of charlotte royals,Queens university of charlotte royals,244,239,-16.5,77.3,85.2,109.5,-24.299999999999997,85.2,109.5,-24.299999999999997,-40.8,2024,2024_239,2024_244,-6.5,-8.6
1357,2023-11-25,0,Richmond,A10,Queens,H,"W, 90-61",110.6,85.6,116.4,58.1,7.8,14.3,5.4,78.9,38.9,18.1,25.0,13.9,95.0,ASun,2,2024,77.3,QueensRichmond11-25,Chris Mooney,Grant Leonard,13.5248,0.282065,"['11/25/2023', 200, 'Queens', 'Richmond', 23, 72, 10, 40, 5, 10, 13, 30, 43, 10, 4, 3, 14, 11, 61, 39, 74, 8, 25, 4, 4, 5, 39, 44, 14, 8, 4, 6, 11, 90, 77.325, '', 'Richmond', 'Queens']",2.0,25.0,Queens,Richmond,11/25/2023,20231125,8.0,108.2,100.2,66.1,-5.699999999999989,101.4,107.1,70.0,W,90-61,90,61,29,1,0,1,Richmond,11/25,Home,Queens,W by 29,16.5,16.5,-12.5,9.0,142.0,11/25/2023,11/25/2023Richmond Spiders,Richmond Spiders,239,244,16.5,77.3,110.6,85.6,25.0,110.6,85.6,25.0,41.5,2024,2024_244,2024_239,-6.5,-8.6
1472,2023-11-25,0,Maryland,B10,South Alabama,H,"W, 68-55",104.6,91.4,108.6,46.5,24.0,45.9,35.1,87.8,44.1,17.6,19.4,19.6,82.4,SB,2,2024,62.6,South AlabamaMaryland11-25,Kevin Willard,Richie Riley,6.40599,0.3467,"['11/25/2023', 200, 'South Alabama', 'Maryland', 20, 51, 5, 17, 10, 10, 6, 20, 26, 6, 8, 2, 11, 18, 55, 24, 57, 5, 31, 15, 20, 17, 25, 42, 13, 6, 4, 15, 14, 68, 62.625, '', 'Maryland', 'South Alabama']",1.0,13.199999999999989,South Alabama,Maryland,11/25/2023,20231125,12.699999999999989,105.6,92.9,66.2,-1.2000000000000028,105.3,106.5,66.1,W,68-55,68,55,13,1,0,1,Maryland,11/25,Home,S Alabama,W by 13,-2.0,-2.0,-15.0,-10.0,133.0,11/25/2023,11/25/2023Maryland Terrapins,Maryland Terrapins,266,162,-2.0,62.6,104.6,91.4,13.199999999999989,104.6,91.4,13.199999999999989,11.199999999999989,2024,2024_162,2024_266,11.5,8.7
1473,2023-11-25,0,South Alabama,SB,Maryland,A,"L, 68-55",98.9,103.4,87.8,44.1,17.6,19.4,19.6,108.6,46.5,24.0,45.9,35.1,37.5,B10,1,2024,62.6,South AlabamaMaryland11-25,Richie Riley,Kevin Willard,-6.40599,0.841226,"['11/25/2023', 200, 'South Alabama', 'Maryland', 20, 51, 5, 17, 10, 10, 6, 20, 26, 6, 8, 2, 11, 18, 55, 24, 57, 5, 31, 15, 20, 17, 25, 42, 13, 6, 4, 15, 14, 68, 62.625, '', 'Maryland', 'South Alabama']",0.0,-4.5,South Alabama,Maryland,11/25/2023,20231125,-1.2000000000000028,105.3,106.5,66.1,12.699999999999989,105.6,92.9,66.2,L,68-55,55,68,-13,1,0,1,South Alabama,11/25,Away,Maryland,L by 13,2.0,2.0,15.0,-10.0,133.0,11/25/2023,11/25/2023South Alabama Jaguars,South Alabama Jaguars,162,266,2.0,62.6,98.9,103.4,-4.5,98.9,103.4,-4.5,-2.5,2024,2024_266,2024_162,9.9,8.7
1474,2023-11-25,0,Missouri St.,MVC,South Carolina St.,H,"W, 92-74",111.0,102.9,121.5,70.7,27.7,38.1,104.9,97.7,41.9,10.6,18.9,25.0,70.5,MEAC,2,2024,75.8,South Carolina St.Missouri St.11-25,Dana Ford,Erik Martin,13.1411,0.129602,"['11/25/2023', 200, 'South Carolina St.', 'Missouri St.', 25, 68, 7, 22, 17, 17, 7, 13, 20, 11, 6, 0, 8, 32, 74, 24, 41, 10, 22, 34, 43, 8, 30, 38, 18, 2, 4, 21, 19, 92, 75.75, '', 'Missouri St.', 'South Carolina St.']",2.0,8.099999999999994,South Carolina St.,Missouri St.,11/25/2023,20231125,6.700000000000003,104.2,97.5,69.9,-17.200000000000003,94.6,111.8,73.9,W,92-74,92,74,18,1,0,1,Missouri St.,11/25,Home,S Car State,W by 18,-3.0,-3.0,-21.0,19.0,147.0,11/25/2023,11/25/2023Missouri St Bears,Missouri St Bears,268,180,-3.0,75.8,111.0,102.9,8.099999999999994,111.0,102.9,8.099999999999994,5.099999999999994,2024,2024_180,2024_268,-14.6,-12.2
1475,2023-11-25,0,South Carolina St.,MEAC,Missouri St.,A,"L, 92-74",103.4,119.5,97.7,41.9,10.6,18.9,25.0,121.5,70.7,27.7,38.1,104.9,16.0,MVC,1,2024,75.8,South Carolina St.Missouri St.11-25,Erik Martin,Dana Ford,-13.1411,0.752921,"['11/25/2023', 200, 'South Carolina St.', 'Missouri St.', 25, 68, 7, 22, 17, 17, 7, 13, 20, 11, 6, 0, 8, 32, 74, 24, 41, 10, 22, 34, 43, 8, 30, 38, 18, 2, 4, 21, 19, 92, 75.75, '', 'Missouri St.', 'South Carolina St.']",0.0,-16.099999999999994,South Carolina St.,Missouri St.,11/25/2023,20231125,-17.200000000000003,94.6,111.8,73.9,6.700000000000003,104.2,97.5,69.9,L,92-74,74,92,-18,1,0,1,South Carolina St.,11/25,Away,Missouri St,L by 18,3.0,3.0,21.0,19.0,147.0,11/25/2023,11/25/2023South Carolina State Bulldogs,South Carolina State Bulldogs,180,268,3.0,75.8,103.4,119.5,-16.099999999999994,103.4,119.5,-16.099999999999994,-13.099999999999994,2024,2024_268,2024_180,-14.9,-12.2
1506,2023-11-25,0,Southeastern Louisiana,Slnd,Tennessee St.,N,"L, 91-77",111.1,124.9,111.1,53.7,21.6,43.3,50.0,131.3,57.6,17.3,45.2,45.8,20.6,OVC,1,2024,69.3,Southeastern LouisianaTennessee St.11-25,David Kiefer,Brian Collins,-1.91,0.438339,"['11/25/2023', 200, 'Southeastern Louisiana', 'Tennessee St.', 26, 54, 6, 15, 19, 27, 13, 17, 30, 16, 7, 2, 15, 19, 77, 30, 59, 8, 22, 23, 27, 14, 17, 31, 18, 7, 1, 12, 20, 91, 69.325, '', 'Tennessee St.', 'Southeastern Louisiana']",2.0,-13.800000000000011,Southeastern Louisiana,Tennessee St.,11/25/2023,20231125,-4.300000000000011,101.6,105.9,68.7,-5.700000000000003,99.7,105.4,68.7,L,91-77,77,91,-14,1,1,0,Southeastern Louisiana,11/25,Neutral,TN State,L by 14,-15.5,-15.5,-1.5,23.5,144.5,11/25/2023,11/25/2023Southeastern Louisiana Lions,Southeastern Louisiana Lions,294,273,-15.5,69.3,111.1,124.9,-13.800000000000011,111.1,124.9,-13.800000000000011,-29.30000000000001,2024,2024_273,2024_294,-16.6,-14.3
